Başlık, Vücut Kimliği, Duruş
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",1580,0
"Comcast, Suçluların Web Tarayıcısı Tor'u Kullanan Müşterileri Kesmekle Tehdit Ediyor",1359,1
 Bilim İnsanları Nikaragua'da Kraterin Meteordan Kaynaklandığından Şüpheleniyor,2475,1
 HABERLER/ Evsiz Bir Adamın 100 Doları Nasıl Harcadığını Asla Tahmin Edemeyeceksiniz—Dokunaklı Videoyu İzleyin!,1130,-1
" Irak, Tutuklanan Kadının IŞİD Lideri El Bağdadi'nin Karısı Olmadığını Söyledi",1267,0
 IŞİD lideri Ebubekir el-Bağdadi'nin eşi ve oğlu 'Lübnan sınırında gözaltına alındı',1143,0
 CARLISLE BAŞ TOKATÇISI HAPŞIRAN KADINLARA SALDIRIYOR,1155,1
" Söylenti: Altın Apple Watch Edition'ın fiyatı 5.000 dolara, çelik versiyonu ise 500 dolara kadar çıkıyor ve 14 Şubat'ta piyasaya sürülecek",1672,0
 Yeni Keşfedilen Toplu Mezar Kayıp Meksikalı Öğrencilerle Bağlantılı,1156,-1
 Beyaz Saray Çit Atlayıcısı Kadın Muhafızın Yanından İtildi,843,0
Yedi genç kız okul gezisinde hamile kaldı,2508,1
 Hava durumu sunucusu canlı yayında işerken yakalandı,2511,0
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,1776,0
 Eş-Şebab'ın kurucu ortağının Somali'de ABD hava saldırısında öldürüldüğü doğrulandı,1982,0
 Ebola Salgını 2015 Güncellemesi: IŞİD Savaşçıları Ölümcül Virüse Yakalanmış Olabilir,1122,0
 IŞİD 'savaş uçağı uçurmak için pilot yetiştiriyor',1608,0
 IŞİD savaşçıları 'Ebola'ya yakalandı',1904,0
 Michael Brown'ı Öldüren Silah Seslerinin İddia Edilen Ses Kaydı Bir Sahtekarlık mı?,2149,0
SON DAKİKA Gill Rosenberg eski IDF askeri ISIS tarafından yakalandı,2142,-1
 Suudi din adamı kardan adamları İslam karşıtı olarak kınadı,924,1
 Apple Watch lansmanının yeni takvimi var: Analist,2401,0
" Feminist, Erkek Olduğu İçin Bebeğini Kürtaj Ettirdi, İnsanlar Onaylamıyor",1494,1
 Kim Jong-un: Obez liderin 'her iki ayak bileği kırıldı',1480,0
 Papa'nın 'Cennet Tanrı'nın tüm yaratıklarına açıktır' sözleri hayvanseverleri ayağa kaldırdı,2370,-1
" Nijerya ile Boko Haram ateşkes anlaşmasına vardı, kaçırılan kızlar serbest bırakılacak, yetkili diyor",1166,0
 WTC fareleri Anna Wintour'u korkutuyor,821,1
 İnfazcılar tecavüzcünün penisini kesti,56,1
 Yeni politika esrar bulundurma tutuklamalarını azaltabilir,1406,0
 Batman Vs. Superman Batmobile Detroit'te Çalındı mı?,1751,0
 Devam Eden Şiddet Boko Haram Ateşkesini Tehlikeye Atıyor,1681,0
 Macaulay Culkin Öldü: Oyuncu Bir Kez Daha Ölüm Sahtekarlığının Kurbanı Oldu,1545,1
 'Batman V Superman: Adaletin Şafağı' Setinden Batmobil Çalındı mı? Raporda Batmobil Modellerinden Birinin Kayıp Olduğu İddia Ediliyor! Detroit Yerlileri Sorumlu mu?,2519,0
 Rahibin Tanrı'yı bir kadın olarak gördüğü iddiası aldatmaca olarak reddedildi,2240,-1
 Viral Twitter Söylentilerine Göre Fidel Castro Öldü,2028,0
 IŞİD Suriye Haberleri: Irak Pilotları Ele Geçirilen Uçakları Uçurmak İçin 'IŞİD Savaşçılarını Eğitiyor',1115,0
" LOL: RICH JOHNSTON, BATMOBILE'IN DETROIT'TE ÇALINDIĞINI SÖYLÜYOR",2135,0
" GOP Temsilcisi Duncan Hunter, Teksas Sınırında En Az 10 IŞİD Savaşçısının Yakalandığını İddia Ediyor",2266,0
" Boko Haram ateşkesi kabul etti, kız öğrenciler serbest bırakıldı",1298,1
 IŞİD'in Suriye 'başkenti' üzerinde Predator tipi insansız hava araçları uçuruldu,2412,0
 IŞİD'in ABD Sınırını Geçtiğine Dair Söylentilerin Neden Bitmediği İşte Bu Nedenle,2367,0
 Tor'da rekoru düzeltmek,2177,1
" 400 takipçisinin 'Tanrı'ya daha yakın olabilmeleri için' hadım edilmesini emreden guru, Hindistan'da ağır bedensel zarar verme suçundan soruşturuluyor",787,1
 Rapor: Christian Bale Steve Jobs'ı Oynayacak,1215,0
 Teksaslı tesisatçının kamyonu Suriye savaşının ön saflarında,2145,1
 Kanadalı-İsrailli kadının IŞİD tarafından kaçırıldığı bildirildi: Jerusalem Post,2302,0
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalanıp yakalanmadığını 'araştırıyor'",1807,0
 Oğlu Noel İçin Ebeveynlerinin İpoteğini Ödüyor,2036,0
" Nadir görülen bir meteor çarpması, Nikaragua'nın başkenti Managua'da patlamaya neden oldu",1073,0
 IŞİD'in infazcısı 'Cihatçı John'un Muhammed Emwazi olduğu ortaya çıktı,1780,0
" 'Amerikan bombalaması ölüm fermanımı imzaladı': Kayıp ABD'li gazeteci James Wright Foley, Obama'ya bir uyarı olarak IŞİD'in korkunç videosunda başını kesmesine rağmen yılmadan ölüme gidiyor",880,0
 Sugarhill Çetesi'nden Big Bank Hank 57 yaşında öldü,2398,1
 Yeni iOS 8 hatası iCloud belgelerinizin tamamını silebilir,2054,0
 Kaçırılan Gazeteci James Wright Foley'in IŞİD Tarafından İnfaz Edildiği İddia Edildi,1747,0
 Tropikal örümcek apandisit yarasından insanın derisinin altına girdi ve orada ÜÇ GÜN yaşadı,800,0
 Josh Paler Lin Evsiz Bir Adama 100 Dolar Veriyor ve Nasıl Harcadığını Görmek İçin Onu Takip Ediyor,2305,1
 Christian Bale Steve Jobs'u canlandırmayacak,1226,1
" ABD, IŞİD militanlarının Kürtlere yönelik havadan atılan silahları ele geçirdiğini iddia ediyor",2168,0
 Doğum yapan rahibe hamile olduğunu 'hiç bilmiyordu',1412,1
Saddam Hüseyin'in pilotları IŞİD grubuna eğitim veriyor,1608,0
Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,702,0
" Fidel Castro Söylentileri İnternette Dolaşıyor, Ama Küba'da Henüz Bir İşaret Yok",130,0
" İskoçya'daki tren istasyonunda terk edilmiş halde bulunan köpek, bavul dolusu eşyayla birlikte bulundu",1544,1
 IŞİD militanları anneyi 'kaçırılan oğlunu yemeye' kandırdı,2219,0
 Temsilci Duncan Hunter: Meksika Sınırında En Az 10 IŞİD Savaşçısı Yakalandı,2016,0
" SON DAKİKA HABERİ: Silahlı saldırgan, Kanada parlamentosu yakınında bir askeri yaraladıktan sonra 'vurulup öldürüldü'",2281,0
 Bavulu Eşyalarıyla Dolu Terk Edilmiş Bir Köpek Bulundu,1642,1
 Pentagon: Militanların ele geçirdiği 1 silah paketi,2172,1
 Michael Brown'ın vurulma sesi kayda mı alındı?,693,0
 Rahibin Tanrı'yı bir kadın olarak gördüğü iddiası aldatmaca olarak reddedildi,1849,-1
" TBS, Seinfeld dizisini %7,5 hızlandırarak 2 dakika ekstra reklam süresi kazandı.",1871,0
" Christian Bale, Sony'nin Bir Sonraki Biyografisinde Steve Jobs'ı Canlandırmak İçin Görüşmelerde",2455,0
" Londra hip-hop sanatçısı Abdel-Majed Abdel Bary, Amerikalı gazeteci James Foley'nin katilinin bulunması için yürütülen soruşturmanın baş şüphelisi",2327,0
"IŞİD lideri Ebubekir El Bağdadi'nin (sağda) cesedini gösterdiği söylenen fotoğrafa baktığımızda, bunun aslında 2013 yılında öldürülen etnik Arnavut bir militan olduğunu gördük.",1889,0
 Rapor: IŞİD Lideri Ebubekir El Bağdadi ABD Hava Saldırısında Suikastla Öldürüldü,1466,0
" Genç, Hisse Senetleri Ticareti Yaparak 72 Milyon Dolar Kazandı, Dünya Çapında Gençlerin Hakimiyetini Doğruladı",1858,-1
 Kuzey Kore diktatörü Kim Jong-Un İskoçya'da restoran açacak,1047,0
" eBay, Apple Watch için teklif verme uygulaması üzerinde çalışıyor",1397,0
 Foley'de idam edilen Abdel-Majed Abdel Bary: Londra rapçisinin şarkıları onu tanımlamaya yardımcı oluyor,1202,0
 Apple Watch'un seri üretimi Ocak ayında başlıyor: Rapor,2401,0
 Ferguson'dan Yeni Ses Kaydı Michael Brown'ın Vurulmasını Yakalayabilir,1916,0
" Polis, Hapşıran İnsanlara Tokat Atan Adamı Arıyor!",1952,0
 Örümcek turistin midesinden girip göğsüne kadar girdi,1923,-1
" NASA, Nikaragua Meteorit Raporları Hakkında Şüpheleri Artırıyor",1825,0
" Amazon, video akışına alternatif bir çözüm planlıyor",698,0
" Kadın, kocasının ikiz kardeşini aldattığını yakalayıp onu aşağıladı",1058,1
 Bosna-Hersek: Yedi İlkokul Öğrencisi Beş Günlük Geziden Sonra Hamile Kaldı,2103,0
 Libya: Kayıp Libya Uçakları Güvenlik Endişelerine Yol Açtı,2448,0
 Ferguson'dan Yeni Ses Kaydı Michael Brown'ın Vurulmasını Yakalayabilir,721,0
" James Foley: Amerikalı Gazeteci James Wright Foley, Yeni IŞİD Videosunda Başı Kesildi [Son Dakika Haberleri]",1336,1
" Nadir görülen bir meteor çarpması, Nikaragua'nın başkenti Managua'da patlamaya neden oldu",1594,-1
" GÖRÜNTÜLER: Kız, adamın minik penisine alaycı bir şekilde bakıyor, adam da onu KESİYOR ve çöpe atıyor",1517,1
 Sugarhill Gang rapçisi Big Bank Hank 57 yaşında öldü,1637,1
Bu Özverili Evsiz Adam 100 Dolar Alıyor ve Kendine Bir Kuruş Harcamıyor!,2061,1
" Uzman, Bunbury'li Dylan Thomas'ın mide örümceği hikayesine şüpheyle yaklaşıyor",2293,0
" Hükümet, 24 yıl işe gelmeyen çalışanı işten çıkardı",1951,1
 Bavulun yanında eşyalarla dolu halde bulunan köpeğin sahibini bulmak için arama çalışmaları başlatıldı,1853,1
 Çalınan Batmobile Davası Çözüldü,942,0
 Meksika'daki Toplu Mezardaki Cesetler Görünüşe Göre Kayıp Öğrencilere Ait Değil,1912,0
 Sugarhill Gang Rapçisi 'Big Bank Hank' 57 Yaşında Öldü,1556,0
 IŞİD'in güvenlik güçlerine yönelik klor gazı saldırısı doğrulandı – Irak yetkilileri,636,0
Video mesajlaşma hizmeti CNN ses kaydının zamanlamasını doğruladı,2287,0
"Nijerya, Boko Haram ile ateşkesin kabul edildiğini duyurdu",1139,0
 Bali örümceği Avustralyalının göğsünün altına giriyor,1638,1
" IŞİD, MiG savaş uçaklarını uçurmak için pilotlara eğitim veriyor, diyor gözlem grubu",1341,0
 Papa Francis'in cennette evcil hayvan beslemediği ortaya çıktı yorumu,1832,1
 Cihatçı John'un kimliği Muhammed Emwazi olarak ortaya çıktı: canlı yayın,1489,0
" Apple Watch fiyatlandırması: Altın versiyon için 5000 dolar, paslanmaz çelik versiyon için 500 dolar harcar mısınız?",1425,0
" Nikaragua hükümeti, göktaşının Nikaragua'da büyük bir krater oluşturduğunu söylüyor",1825,0
 72 Milyon Dolar Kazanan Liseli Tüccarın Hikayesi Kontrolden Çıkmış Bir Söylenti,365,0
" Kanadalı yetkili, Ottawa'da ölen silahlı saldırganın Michael Zehaf-Bibeau olduğunu tespit etti",298,0
" NASA, Nikaragua'daki kraterin meteordan kaynaklanıp kaynaklanmadığını sorguluyor",885,1
 Nikaragua'da Yapılan Bir Meteor Kraterini Görün,2154,0
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,2342,0
 Gazeteci James Wright Foley'in IŞİD cihatçıları tarafından ABD'ye 'mesaj' olarak başının kesilmesinden endişe ediliyor,933,0
Yedi genç kız okul gezisinde hamile kaldı,2248,1
 IŞİD Militanı “Cihatçı John” Genç Batı Londralı Olarak Tanımlandı,1346,0
" McDonald's Ocak Ayında Fazla Kilolu Müşterilerine Hizmet Vermeyi Durduracak mı? Hayır, '15/01/2015' Hikayesi Sahte",812,1
 Peynir bağımlılığı Kim Jong-un'un ayak bileklerini kırdı,2053,1
" Ottawa'daki Parlamento Tepesi'nde düzenlenen silahlı saldırıda bir kişi öldürüldü, diğer silahlı kişiler aranıyor",1659,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,2450,0
 Texas City tesisatçısının kamyonu Suriye savaşında son buldu,2242,1
 Boko Haram ile iddia edilen ateşkese rağmen Nijerya'da isyancılar öldürüldü,520,0
 Conde Nast'ın One World Trade Center ofislerinde fare sorunu kötüleşiyor,2520,0
 Gazeteci James Wright Foley'in IŞİD tarafından başının kesildiği bildirildi,2067,0
" ABD ve İngiltere, gazeteci James Foley'i kafasını kesen İngiliz asıllı militanı rapçi olarak görüyor",1598,0
" Öğretmen, genç öğrencisiyle yaptığı seks seansının ardından hardcore porno sitesine girdikten sonra görevden alındı",1496,1
" Sakin olun, Durex Balkabağı Baharatlı Kondom Üretmedi",1400,1
 IŞİD Videosu İngiliz Yardım Görevlisinin Başının Kesildiğini Gösteriyor,2348,0
 Rapor: Jose Canseco yanlışlıkla vuruldu,2000,0
CNN Uzmanı Brown Audio: İlk başta 'Birisi CNN'i alt etmeye çalışıyor' diye düşündüm,2345,-1
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",368,1
" 1970'lerden kalma Lego mektubu, 40 yıl sonra bile ebeveynlere güçlü bir mesaj veriyor",1547,1
" Nijerya Boko Haram'la Ateşkes Sağladığını Söylüyor, Peki Doğru Kişiyle mi Görüşüyorlar?",1761,0
" İslamcı terörist Cephet Ensar el Din, Suriye'de uçaksavar silahıyla donatılmış Teksaslı tesisatçının kamyonunun fotoğrafını tweetledi",1906,1
" Kaynaklar, Beyaz Saray Çit Atlayıcısının Daha Önce Düşünülenden Daha Uzağa Atladığını Söylüyor",2409,0
" IŞİD militanlarının, kaçırılan Amerikalı gazeteci James Wright Foley'in kafasını kestiği çarpıcı videoda ortaya çıktı",2450,0
Video mesajlaşma hizmeti CNN ses kaydının zamanlamasını doğruladı,2235,-1
 Kuzey Kore tahtının arkasındaki güç artık Kim Jong-un'un kız kardeşi mi?,1294,0
 Ann Arbor pizza dağıtım sürücüsü 2.000$ bahşişle şaşırtıldı,623,1
İslamcı internet siteleri İsrailli-Kanadalı kadının DEAŞ tarafından kaçırıldığını iddia ediyor: haber,1899,0
" Yani, Vogue'da Fare İstilası Olabilir",1149,0
 İç Güvenlik Bakanlığı teröristlerin ABD-Meksika sınırını geçmediğini söyledi,1764,1
" Yeni Ses Kaydı, Michael Brown Vurulduğu Sırada Silah Seslerinde Duraklama Olduğunu Gösteriyor: Avukat",2235,-1
 Borno eyaletinde şiddet artarken Boko Haram ateşkesi göz ardı edildi,1298,1
" Herkes sakin olsun, Banksy tutuklanmadı: Bunun bir aldatmaca olduğuna dair 9 ipucu",2051,1
" Boko Haram lideri ateşkes anlaşmasını yalanladı, kaçırılan 200 kızın evlendirildiğini söyledi",2463,0
 IŞİD'e yanlışlıkla silah teslimatı ve hava yoluyla yapılan yardımlarla ilgili sorun,2404,0
" Yetkililer, IŞİD liderinin ailesinin Lübnan tarafından tutuklandığını söyledi",2337,0
 Nijerya Boko Haram ile ateşkes ilan etti; kız öğrencilerin kaderi belirsiz,1821,0
 Michael Brown cinayetinde en az 10 el ateş edildiği iddia edilen ses kaydı,944,0
" Yetkililer, Kongre üyesinin IŞİD teröristlerinin ABD-Meksika sınırından geçtiğine dair iddialarını yalanladı",2093,0
 Tiger Woods'a gizli PED cezası mı veriliyor?,1417,0
Meksika'da 43 Öğrencinin Kaybolduğu Yerin Yakınında Toplu Mezarlar Bulundu,777,0
" IŞİD liderinin 'karısının' tutuklanmasında kafalar karıştı, detaylar belirsiz",1267,0
" ABD, IŞİD militanlarının Kürtlere yönelik havadan atılan silahları ele geçirdiğini iddia ediyor",1253,0
 IŞİD'in ABD'li Gazeteci James Foley'in Kafasını Kesmesi YouTube'a Gönderildi,337,0
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",578,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,632,0
" İZLE: Bird, Putin'in Omzuna Hava Saldırısı Başlattı (GÜNCELLENDİ)",1051,-1
" Rapor: Ses, Michael Brown Vurulduğu Sırada Silah Sesleri Arasında Duraklama Olduğunu Gösteriyor",2149,0
 Macaulay Culkin Öldü: İnternet Ölüm Sahtekarlığı Oyuncunun Dairede Ölü Bulunduğunu İddia Ediyor,2341,1
" 18 ayar altını unutun, yeni nesil Apple Watch Edition'da platin kullanılabilir: Rapor",251,0
 'Cehennemin derinliklerinden gelen kötülük': Amerikalı gazeteci James Foley'nin IŞİD tarafından kafası kesilerek öldürüldüğü bildirildi,2524,0
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalanıp yakalanmadığını 'araştırıyor'",1689,0
" Öldürülen Ottawa tetikçisi Michael Zehaf-Bibeau'nun Quebec, BC'de sabıka kaydı vardı",1329,0
" CNN, Michael Brown Saldırısından İddia Edilen Ses Kaydını Yayımladı",2345,0
" Cameron, Haines cinayetinin ardından DEAŞ 'canavarlarını' avlayacağına söz verdi",2348,1
Senatör: Bergdahl ile takas edilen tutuklular militanlarla temasa geçti,371,0
 Vogue'un Parlak Yeni Ofisinde Büyük Bir Fare Sorunu Var,1149,0
" Fotoğrafta: ABD yetkililerinin 11 Eylül yıldönümünde terör saldırısı düzenlemek için kullanılabilecekleri uyarısında bulunduğu sırada, Libyalı İslamcı isyancılar Trablus havaalanından ele geçirilen uçaklarla poz veriyor",2162,0
 Suudi Arabistan'dan kardan adam yapımına fetva,2456,0
" New York Şehri, Küçük Miktarda Esrar Bulundurma Suçundan Tutuklamaları Sonlandırmayı Planlıyor",1920,0
 Fidel Castro'nun ölümüyle ilgili söylentiler internette yeniden dolaşıyor,1918,0
 IŞİD'in Irak'ta Amerikalı Foto Muhabirinin Kafasını Kestiği İddia Edildi,1580,0
"Dul Adam, Merhum Eşinin Sesini Tekrar Duyunca Sevinç Gözyaşları Döktü",1053,1
" ABD, IŞİD militanlarının Kürtlere yönelik havadan atılan silahları ele geçirdiğini iddia ediyor",2509,0
 Isilkulskom öğrencisi şoktan sonra süper kahraman güçlerine kavuştu,2109,0
 Bali örümceği Avustralyalının göğsünün altına giriyor,1923,-1
" Matt Taibbi, First Look Media'dan izin aldı",2218,0
 ABD'li yetkililer: Video Amerikalı'nın infazını gösteriyor,1336,0
" 48 dakika ölü kalan Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1303,-1
" Christian Bale, Steve Jobs'ı Canlandırmak İçin Görüşülüyor (Özel)",1299,0
 Vogue'un Fare İstilası: Rahatsız Edici Yeni Ayrıntılar,1693,0
 Dayanılmaz! Shefford'daki ilahiler söyleyen oyuncak belediye tarafından 'ağız tıkalı',2446,0
" Apple, Apple Watch Lansmanı İçin Mart Ayını Hedefliyor, Perakende Eğitimleri Gelecek Ay Başlıyor",1302,0
" Christian Bale, Steve Jobs rolünü reddetti, aktörün rol için uygun olmadığını düşündüğü bildirildi",2017,0
" Rahibe, mide ağrısından şikayet ettikten sonra 'sürpriz bir bebek' sahibi oldu",1720,0
" Lego'nun 1974'te Ebeveynlere Gönderdiği Mektup, 2014'ün Ebeveynleri İçin Önemli Bir Mesaj Taşıyor",1582,1
" IŞİD, Rus yapımı MiG'leri ele geçirdikten sonra artık savaş uçaklarına sahip olabilir",2406,0
 Hindistan'da 24 yıllık hastalık izninin ardından memur görevden alındı,1318,1
 Vogue ve Sıçanlar Savaşında Sıçanlar Kazanıyor,1619,0
" Linç Çetesi, Rajasthan'da İddiaya Göre Tecavüzcüyü Hadım Etti",1476,0
 Suudiler Michelle Obama'nın TV'de Görüntülenmediğini Söylüyor,691,1
 IŞİD Lideri Öldürüldü: Ebubekir El Bağdadi'nin ABD Hava Saldırısıyla Öldürüldüğü Bildirildi,1645,0
" Fidel Castro Söylentileri İnternette Dolaşıyor, Ama Küba'da Henüz Bir İşaret Yok",2028,0
 Amerikan Predator İHA'sı IŞİD'in kalesini çevreliyor,1740,0
" DSÖ, IŞİD savaşçılarının Ebola'ya yakalanıp yakalanmadığını 'araştırıyor'",2138,0
 Balkabağı Baharatlı Kondomlar ve Olmayan 6 Diğer Lezzet,1400,1
 Haber siteleri Putin'in kuş düşürme videosuna kandı,772,0
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,1446,0
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",1594,0
 ABD Milletvekili: Güney Sınırından Geçen On IŞİD Savaşçısı Yakalandı (Video),2261,0
" IŞİD, savaşçılar arasında teyit edilen beş Ebola vakasına müdahale ediyor: resmi",2138,0
" IŞİD, Rus yapımı MiG'leri ele geçirdikten sonra artık savaş uçaklarına sahip olabilir",1606,0
 Yakınınızdaki bir mağazaya gelmeyecek: Balkabağı baharatlı prezervatif,2269,1
" 48 dakika ölü kalan Katolik Rahip, Tanrı'nın kadın olduğunu iddia ediyor",1407,1
" Brian Williams, Yanlış İdrar Raporları Nedeniyle Sosyal Medyadan Özür Talep Ediyor (Video)",2034,1
" Rahibe Karın Ağrılarından Şikayetçi Oldu, Daha Sonra Erkek Bebek Doğurdu",1828,0
 Ottawa'daki silahlı saldırganın 32 yaşındaki Michael Zehaf-Bibeau olduğu belirlendi,2214,1
"280 Pound yayın balığı: Balıkçı İtalya'da büyük bir av yakaladı, yayın balığı rekor kırabilir",1028,1
 Silahlaştırılmış Ebola mı? IŞİD Militanlarının Ölümcül Virüse Yakalandığı Söyleniyor,1689,0
 Michael Brown'ın vurulduğuna dair iddia edilen ses kaydı yayımlandı,2287,0
" Meteor, Managua Havaalanı Yakınlarında 40 Ayaklık Krater Bıraktı",1594,-1
" Söylenti: Paslanmaz Çelik Apple Watch 500 Dolar, Altın 4.000 Dolar Olacak",286,0
" Amazon'un ücretsiz, reklam destekli video hizmeti başlattığı bildiriliyor (güncellendi)",2152,0
 SON DAKİKA GÜNCELLENDİ: IŞİD'İN KOBANİ'DE KİMYASAL SİLAH KULLANDIĞI İDDİASI,367,0
 Amazon'un Netflix'ten Daha Ucuz Olacak Reklam Destekli Bir Video Hizmeti Planladığı Bildirildi,1323,0
 13-14 yaşlarındaki yedi kız çocuğunun okul gezisinde hamile kalması üzerine ebeveynler öfkelendi,2508,1
 Militan Grup Suriye'de Amerikalı Gazeteciyi Öldürdüğünü Söyledi,2524,0
" Willie Nelson Öldü mü? İnternet, Ünlü Birinin Daha Ölümüyle İlgili Sahtekarlık Ortaya Çıkınca Çıldırdı",1869,-1
 Şimdiye kadarki en çılgın Apple Watch söylentisi: Lansmanda 100.000 uygulama,1210,0
" Nikaragua hükümeti, küçük bir meteorun Nikaragua'ya çarptığını söylüyor",1722,0
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",1966,0
" IŞİD, 'öldürülerek kaçırılan kurbanı, kendi karargahlarına gidip onu görmek istemesinin ardından annesine yedirdi'",1786,0
 Cihatçı John'un MASKESİ ORTAYA ÇIKARILDI: İslam Devleti katili Batı Londralı Muhammed Emwazi olarak adlandırıldı,2202,0
 Meksika protestosunda 40 öğrencinin kaybolmasının ardından toplu mezar bulundu,2334,0
 Toplu mezarda bulunan 28 ceset arasında kayıp Meksikalı öğrenciler yok,1613,0
"DNA testi, çocuğun DEAŞ lideri Ebubekir el-Bağdadi'nin kızı olduğunu doğruladı",1143,0
 Kanadalı Asker Ottawa Savaş Anıtı'nda Vuruldu: Rapor,1457,0
" Kaynaklar, Beyaz Saray Çit Atlayıcısının Daha Önce Düşünülenden Daha Uzağa Atladığını Söylüyor",716,0
" Görgü Tanığı: 130.000 Dolar Bağış Toplayan Viral Video ""Saçmalık""",1922,0
 Örümcek Avustralyalı Adamın Apandisit Yarasına Girdi (VİDEO),1864,0
" Irak Sağlık Bakanlığı, IŞİD savaşçılarının Ebola'ya yakalandığına dair haberlerin 'yanlış' olduğunu söyledi",1615,0
" CNN, Michael Brown saldırısına ait olduğu iddia edilen ürpertici ses kaydını yayınladı: ""En az 11 el ateş""",1379,0
" 400 takipçisinin 'Tanrı'ya daha yakın olabilmeleri için' hadım edilmesini emreden guru, Hindistan'da ağır bedensel zarar verme suçundan soruşturuluyor",2265,0
 Kayıp Meksikalı öğrenciler 'toplu mezarda bulunamadı',1984,1
 Eş-Şebab Terör Örgütü Lideri ABD Hava Saldırısında Öldürüldü,1982,0
 Pentagon: Eş Şebab liderinin ABD saldırısında öldürülmesi büyük bir darbe olur,2364,0
 Beyaz Saray Çit Atlayıcısı Omar Gonzalez İçeriye Daha da Uzağa Ulaştı,2409,0
 Bunbury yerlisi Bali tatilinde derisinin altında bir örümceğin yuva yaptığını keşfetti,1797,-1
" KÜÇÜK BİR METEOR NİKARAGUA'YA ÇARPIYOR, HÜKÜMET SÖYLÜYOR",966,0
 Hastane: Kansas City'de Ebola nedeniyle tedavi edilmeyen bir adam,2501,1
 'Hairgate': iPhone 6 kullanıcıları 'bendgate' sonrası Apple'ın son sorunuyla karşı karşıya,1769,0
 Buckingham Sarayı'nda yetişen sihirli mantar bulundu,2480,0
Adam Bali tatili sırasında derisinin altında yaşayan bir örümcek keşfetti,1880,-1
 Bunbury yerlisi Bali tatilinde derisinin altında bir örümceğin yuva yaptığını keşfetti,1502,1
 KORKU: IŞİD Savaşçılarının Ebola'ya Yakalandığı Bildirildi,1904,0
 Dzhokhar Tsarnaev Hapishanede Dövüldü mü? Hiciv Sitesi Boston Maratonu Bombalama Şüphelisinin Kör ve Felç Olduğunu İddia Ediyor,1936,0
 IŞİD militanları ABD'li gazeteci James Foley'i öldürdüğünü iddia etti,2386,0
" IŞİD, YouTube Videosunda Amerikalı Foto Muhabirinin Kafasını Kesmiş Gibi Görünüyor",1116,0
 Kız arkadaşı tarafından terk edilen adam kendi penisini kesti,592,1
" Kaçırılan Nijeryalı kız öğrenciler: Hükümet, kayıp kızları eve getirecek Boko Haram ile ateşkes anlaşması yapıldığını iddia ediyor",1166,0
" 'NASA Aralık Ayında Altı Gün Karanlık Olacağını Doğruladı': Hayır, gerçekten doğru değil - bu bir aldatmaca",2521,1
 SON DAKİKA: IŞİD KİMYASAL SİLAHLAR KULLANIYOR – Klor Gazı Saldırısında 300 Irak Askerini Öldürdü,636,1
" SON DAKİKA HABERİ: IŞİD, ABD'ye Irak'ta eylemi durdurması yönünde uyarıda bulunmak amacıyla kayıp Amerikalı gazeteci James Wright Foley'in kafasını kesti",1679,0
 Sosyal medyada #Hairgate trendi: iPhone 6 kullanıcıları kopan saçlarından şikayetçi,1090,0
 Kamusal alanda hapşıran insanlara TOKAT atan adam polis tarafından aranıyor,1422,1
 Kız arkadaşı tarafından terk edilen adam kendi penisini kesti,1434,0
" IŞİD, ABD'nin hava yoluyla silah attığını iddia ediyor",2200,0
" #IŞİD, ABD'ye #Irak'taki müdahalesine son vermesi için mesaj göndermek amacıyla foto muhabiri James Wright Foley'i başını keserek öldürdü.",880,0
" Apple Watch kullanıcılarının her gece şarj etmeleri gerekecek, şirket lansmandan önce çalışma süresini iyileştirmek için çalışmaya devam ediyor",708,0
" Irak: ABD, IŞİD'in Irak Güvenlik Personeline Yönelik Klor Saldırısını Araştıracak",763,0
" IŞİD, kayıp ABD'li gazeteci James Foley'nin başının kesilerek öldürülmesini gösteren videoyu yayınladı",368,0
"Nijerya, kaçırılan kızların serbest bırakılması için Boko Haram ile anlaşma yaptığını duyurdu",1681,0
" 16 yaşındaki çocuk, öğretmeniyle gizlice seks videosu çekti ve ardından WhatsApp'a yükledi",1496,1
