Headline,Body ID,Stance
Al-Shabab leader who ordered Kenya mall massacre believed killed in US drone attack in Somalia,427,0
Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,1806,0
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,1698,1
"Islamic State Training Pilots in Military Jets, Monitors Say",1608,0
Dera Sacha Sauda Chief Forced Castration of 400 Devotees? CBI Files Case Against 'MSG: The Messenger of God' Actor,1909,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1594,1
WHO investigates media reports ISIS fighters contracted Ebola,936,0
Report claims Kim Jong-un underwent surgery to repair fractured ankles,2417,0
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,634,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,1073,0
Alleged audio of Michael Brown shooting has surfaced,1692,0
CNN Posts Alleged Audio of Michael Brown Shooting,1426,0
Meet the X-BOY: Electric shock turns kid into MAGNETO,2415,0
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1299,0
"Fidel Castro Rumors Sweep Internet, But No Sign in Cuba",2506,0
Was The Batmobile Stolen In Detroit?,2135,0
CNN Airs Alleged Audio from Michael Brown Shooting,2287,0
"Luke Somers, American Hostage, Is Killed During Rescue Attempt in Yemen, U.S. Official Says",2318,0
State House time capsule from 1795 unearthed,1997,0
Banksy arrest hoax: US website claims street artist caught in Watford,2362,1
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1143,0
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",2389,0
N Korean leader misses annual ritual; sister ‘takes over duties’,689,0
Has Kim's SISTER taken over North Korea? Dictator fails to show for key Communist event (but does send a nice flower basket instead),2477,0
Missing Mexico students not among 28 bodies found in mass grave,1156,1
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",1984,0
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,2469,0
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,1804,1
Christian Bale in Talks to Play Steve Jobs (Exclusive),1215,0
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1580,0
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",1359,1
Scientists Doubt That Meteor Caused Crater In Nicaragua,2475,1
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1130,-1
Iraq Says Arrested Woman Is Not The Wife of ISIS Leader al-Baghdadi,1267,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1143,0
CARLISLE HEAD SLAPPER ATTACKS SNEEZING WOMEN,1155,1
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1672,0
Newly Discovered Mass Grave Linked to Missing Mexican Students,1156,-1
White House Fence Jumper Pushed Past Female Guard,843,0
Seven teenage girls get pregnant on school trip,2508,1
Weatherman caught peeing live on camera,2511,0
Alleged audio of Michael Brown shooting released,1776,0
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,1982,0
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,1122,0
Islamic State 'training pilots to fly fighter jets',1608,0
ISIS fighters ‘have contracted Ebola’,1904,0
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,2149,0
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2142,-1
Saudi cleric condemns snowmen as anti-Islamic,924,1
Apple Watch launch has new timetable: Analyst,2401,0
"Feminist Aborts Baby For Being A Boy, Shocked People Don’t Approve",1494,1
Kim Jong-un: obese leader 'fractured both ankles',1480,0
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',2370,-1
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1166,0
WTC rats scare off Anna Wintour,821,1
Vigilantes cut off alleged rapist's penis,56,1
New policy could reduce marijuana possession arrests,1406,0
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,1751,0
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,1681,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1545,1
Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?,2519,0
Priest' claim of seeing God as a woman dismissed as hoax,2240,-1
"Fidel Castro Is Dead, According to Viral Twitter Rumors",2028,0
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,1115,0
LOL: RICH JOHNSTON SAYS THE BATMOBILE HAS BEEN STOLEN IN DETROIT,2135,0
GOP Rep. Duncan Hunter Claims 'At Least' 10 ISIS Fighters Apprehended On Texas Border,2266,0
"Boko Haram agrees to ceasefire, release of school girls",1298,1
Predator drones being flown over Isil's Syrian 'capital',2412,0
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,2367,0
Setting the record straight on tor,2177,1
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,787,1
Report: Christian Bale Will Play Steve Jobs,1215,0
Texas plumber's truck on front line of Syria war,2145,1
Canadian-Israeli woman reportedly kidnapped by ISIS: Jerusalem Post,2302,0
WHO ‘probing’ whether ISIS fighters got Ebola,1807,0
Son Pays Off His Parents’ Mortgage for Christmas,2036,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1073,0
ISIS executioner 'Jihadi John' identified as Mohammed Emwazi,1780,0
"'American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",880,0
Big Bank Hank of The Sugarhill Gang is dead at 57,2398,1
New iOS 8 bug can delete all of your iCloud documents,2054,0
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1747,0
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,800,0
Josh Paler Lin Gives A Homeless Man $100 And Follows Him To See How He Spends It,2305,1
Christian Bale won't play Steve Jobs,1226,1
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2168,0
Nun who gave birth ‘had no idea’ she was pregnant,1412,1
Saddam Hussein’s pilots training Islamic State group,1608,0
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",702,0
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",130,0
Dog found abandoned at Scottish train station with suitcase of belongings,1544,1
ISIS militants trick mother into ‘eating her kidnapped son’,2219,0
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,2016,0
BREAKING NEWS: Gunman 'shot dead' after wounding soldier near Canada parliament,2281,0
Dog Found Abandoned With Suitcase Filled With His Belongings,1642,1
Pentagon: 1 weapons bundle seized by militants,2172,1
Michael Brown shooting audio caught on tape?,693,0
Priest' claim of seeing God as a woman dismissed as hoax,1849,-1
TBS speeds up Seinfeld 7.5% to gain an extra 2 minutes of commercial ad time.,1871,0
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,2455,0
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,2327,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1889,0
Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike,1466,0
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1858,-1
North Korean dictator Kim Jong-Un to open restaurant in Scotland,1047,0
eBay working on bidding app for Apple Watch,1397,0
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,1202,0
Apple Watch mass production kicks off in January: Report,2401,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,1916,0
Police Looking For A Man That Slaps People When They Sneeze!,1952,0
Spider burrowed through tourist's stomach and up into his chest,1923,-1
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1825,0
Amazon plans a streaming-video alternative,698,0
"Woman catches husband cheating with her twin, humiliates them",1058,1
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2103,0
Libya: Missing Libya Planes Spark Security Concerns,2448,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,721,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1336,1
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1594,-1
GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,1517,1
Sugarhill Gang rapper Big Bank Hank dies at age 57,1637,1
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2061,1
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,2293,0
Govt fires employee who skipped work for 24 years,1951,1
Search launched for dog's owner after pooch found dumped next to suitcase filled with belongings,1853,1
The Case of the Stolen Batmobile Has Been Solved,942,0
Bodies In Mexico Mass Grave Apparently Not Those Of Missing Students,1912,0
Sugarhill Gang Rapper ‘Big Bank Hank’ Dies at 57,1556,0
ISIS chlorine attack on security forces confirmed – Iraq officials,636,0
Video messaging service verifies timing of CNN audio recording,2287,0
Nigeria says ceasefire agreed with Boko Haram,1139,0
Bali spider burrows under Aussie’s chest,1638,1
"Islamic State training pilots to fly MiG fighter planes, says monitoring group",1341,0
Pope Francis turns out not to have made pets in heaven comment,1832,1
Jihadi John identity revealed as Mohammed Emwazi: live,1489,0
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1425,0
"Meteorite makes big crater in Nicaragua, government says",1825,0
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,365,0
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,298,0
Nasa questions whether crater in Nicaragua caused by meteorite,885,1
See the Crater a Meteorite Made in Nicaragua,2154,0
Missing Mexico students not among 28 bodies found in mass grave,2342,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,933,0
Seven teenage girls get pregnant on school trip,2248,1
ISIS Militant “Jihadi John” Identified As Young West Londoner,1346,0
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",812,1
Cheese addiction breaks Kim Jong-un's ankles,2053,1
"One gunman killed in shooting on Parliament Hill in Ottawa, hunt on for other shooters",1659,0
US officials: Video shows American's execution,2450,0
Texas City plumber's truck ends up in Syrian war,2242,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,520,0
Rat problem worsens at One World Trade Center offices of Conde Nast,2520,0
Journalist James Wright Foley reportedly beheaded by ISIS,2067,0
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1598,0
Teacher suspended after sex session with teen pupil ends up on hardcore porn website,1496,1
"Calm Yourselves, Durex Has NOT Come Out With A Pumpkin Spice Condom",1400,1
ISIS Video Purports To Show Beheading Of British Aid Worker,2348,0
Report: Jose Canseco accidentally shot,2000,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2345,-1
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,368,1
Lego letter from the 1970s still offers a powerful message to parents 40 years later,1547,1
"Nigeria Says It Struck A Cease-Fire With Boko Haram, But Are They Talking To The Right Guy?",1761,0
Islamist terrorists Jabhat Ansar al-Deen tweet picture of Texas plumber’s truck fitted with anti-aircraft gun in Syria,1906,1
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",2409,0
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,2450,0
Video messaging service verifies timing of CNN audio recording,2235,-1
Is Kim Jong-un’s sister now the power behind the North Korean throne?,1294,0
"Ann Arbor pizza delivery driver surprised with $2,000 tip",623,1
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1899,0
"So, There Might Be a Rat Infestation at Vogue",1149,0
Homeland Security says terrorists haven't crossed U.S-Mexico border,1764,1
New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney,2235,-1
Boko Haram ceasefire ignored as violence flares in Borno state,1298,1
"Calm down everyone, Banksy hasn't been arrested: 9 clues that it's a hoax",2051,1
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2463,0
An accidental delivery of arms to the Islamic State and the problem with airdrops,2404,0
"Islamic State leader's family detained by Lebanon, officials say",2337,0
Nigeria announces truce with Boko Haram; fate of schoolgirls unclear,1821,0
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,944,0
Officials shoot down congressman's claims ISIS terrorists are running across US-Mexico border,2093,0
Tiger Woods serving secret PED suspension?,1417,0
"Mass Graves Found In Mexico, Near Place Where 43 Students Went Missing",777,0
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1267,0
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,1253,0
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,337,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,578,0
US officials: Video shows American's execution,632,0
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1051,-1
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2149,0
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,2341,1
"Forget 18-karat gold, next-generation Apple Watch Edition could use platinum: Report",251,0
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,2524,0
WHO ‘probing’ whether ISIS fighters got Ebola,1689,0
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1329,0
CNN Airs Alleged Audio from Michael Brown Shooting,2345,0
Cameron vows to hunt down IS 'monsters' after Haines murder,2348,1
Senator: Detainees swapped for Bergdahl have contacted militants,371,0
Vogue’s Shiny New Office Has a Big Rat Problem,1149,0
Pictured: Libyan Islamist rebels pose with planes seized from Tripoli airport as U.S. officials warn they could be used to carry out terrorist attack on 9/11 anniversary,2162,0
Saudi Arabia 'fatwa over building of snowmen',2456,0
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1920,0
Rumors about Fidel Castro’s death again circulate on the Internet,1918,0
ISIS Reportedly Beheads American Photojournalist in Iraq,1580,0
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1053,1
US probing claims ISIS fighters seized airdropped weapons meant for Kurds,2509,0
Isilkulskom student has gained superhero powers after shock,2109,0
Bali spider burrows under Aussie’s chest,1923,-1
Matt Taibbi takes a leave of absence from First Look Media,2218,0
US officials: Video shows American's execution,1336,0
"Dead for 48 minutes, Catholic Priest claims God is female",1303,-1
Christian Bale in Talks to Play Steve Jobs (Exclusive),1299,0
Vogue’s Rat Infestation: Disturbing New Details,1693,0
Unbearable! Carolling toy in Shefford 'gagged' by council,2446,0
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",1302,0
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2017,0
Nun 'has surprise baby' after complaining of stomach pains,1720,0
A Letter Lego Sent to Parents in 1974 Holds an Important Message for the Parents of 2014,1582,1
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,2406,0
Indian civil servant sacked 'after 24-year sickie',1318,1
"In Vogue vs Rats War, the Rats Are Winning",1619,0
Lynch Mob Castrates Alleged Rapist In Rajasthan,1476,0
Saudis Say Michelle Obama Not Blurred on TV,691,1
ISIS Leader Killed: Abu Bakr Al-Baghdadi Reportedly Killed By U.S. Airstrike,1645,0
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",2028,0
American Predator Drone Circling Islamic State’s Stronghold,1740,0
WHO ‘probing’ whether ISIS fighters got Ebola,2138,0
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",1400,1
News sites fall for Putin bird-dropping video,772,0
Alleged audio of Michael Brown shooting released,1446,0
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",1594,0
US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video),2261,0
ISIS cracks down on five confirmed Ebola cases among fighters: official,2138,0
Islamic State May Have Fighter Jets Now After Seizing Russian-Made MiGs,1606,0
Not coming to a store near you: The pumpkin spice condom,2269,1
"Dead for 48 minutes, Catholic Priest claims God is female",1407,1
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),2034,1
"Nun Complains Of Stomach Pains, Later Gives Birth To Baby Boy",1828,0
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,2214,1
"280 Pound Catfish: Fisherman Makes Huge Catch In Italy, Catfish Could Set Record",1028,1
Weaponized Ebola? ISIS Militants Said To Contract Deadly Virus,1689,0
Alleged audio of Michael Brown shooting released,2287,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,1594,-1
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",286,0
"Amazon reportedly launching free, ad-supported video service (updated)",2152,0
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,367,0
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,1323,0
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2508,1
Militant Group Says It Killed American Journalist in Syria,2524,0
Willie Nelson Dead? Internet Freaks Out As Another Celebrity Death Hoax Makes The Rounds,1869,-1
"Wildest Apple Watch rumor yet: 100,000 apps at launch",1210,0
"Small meteorite strikes Nicaragua, government says",1722,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,1966,0
Isis 'fed murdered kidnap victim to his own mother after she travelled to their headquarters and demanded to see him',1786,0
Jihadi John UNMASKED: Islamic State killer NAMED as west Londoner Mohammed Emwazi,2202,0
Mass grave found after 40 students disappear in Mexican protest,2334,0
Missing Mexico students not among 28 bodies found in mass grave,1613,0
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1143,0
Canadian Soldier Shot At Ottawa War Memorial: Report,1457,0
"White House Fence Jumper Got Farther Than Previously Thought, Sources Say",716,0
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1922,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1864,0
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1615,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1379,0
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,2265,0
Missing Mexican students 'not found in mass grave',1984,1
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1982,0
Pentagon: death of al Shabaab leader in U.S. strike would be major blow,2364,0
"Omar Gonzalez, White House Fence-Jumper, Made it Farther Inside",2409,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1797,-1
"SMALL METEORITE STRIKES NICARAGUA, GOVERNMENT SAYS",966,0
Hospital: Man not being treated for Ebola in Kansas City,2501,1
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',1769,0
Magic mushroom found growing at Buckingham Palace,2480,0
Man discovers spider living under his skin during Bali vacation,1880,-1
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1502,1
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1904,0
Dzhokhar Tsarnaev Beaten In Prison? Satirical Site Claims Boston Marathon Bombing Suspect Blinded And Paralyzed,1936,0
Isis militants claim to have killed US journalist James Foley,2386,0
ISIS Appears To Behead American Photojournalist In YouTube Video,1116,0
Man chops off own penis after being dumped by his girlfriend,592,1
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1166,0
"'Nasa Confirms Six Days of Darkness in December': No, they really don't - it's a hoax",2521,1
BREAKING: ISIS USES CHEMICAL WEAPONS – Murders 300 Iraqi Soldiers in Chlorine Gas Attack,636,1
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,1679,0
#Hairgate trends on social media: iPhone 6 users complain of ripped out hair,1090,0
Man who SLAPS people if they sneeze in public being hunted by police,1422,1
Man chops off own penis after being dumped by his girlfriend,1434,0
Isis claims it has US airdrop of weapons,2200,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,880,0
"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch",708,0
Iraq: US to Probe ISIS' Chlorine Attack on Iraqi Security Personnel,763,0
Islamic State releases video apparently showing the beheading of missing US journalist James Foley,368,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,1681,0
"Boy, 16, secretly films sex with teacher then uploads it to WhatsApp",1496,1
British man pays $460 to save constipated goldfish's life,1364,1
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2093,0
Mexico finds 4 more graves at site of suspected student massacre,702,0
We took a look at the photo said to show the body of Islamic State leader Abu Bakr Al-Baghdadi (right) and found it was really an ethnic Albanian militant killed in 2013,1254,1
"Canadian woman 'captured by ISIS in Syria' says she is actually fine and still fighting the jihadists, despite kidnap reports",2037,1
Apple 'working on 12-inch MacBook Air',1101,0
ISIS Militants Allegedly Contracted Ebola,2003,0
Electric shock turns Russian boy into Marvel's Magneto,152,1
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1093,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1622,0
Apple Watch reportedly has low-energy 'power reserve' mode,2124,0
Texas City plumber's truck ends up in Syrian war,450,0
Islamic State accused of using chlorine gas on Iraqi soldiers,956,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1056,-1
Resetting iOS 8 Preferences May Wipe iCloud Files,144,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2250,0
"Vice CEO Shane Smith reportedly spent $300,000 on a steak dinner at CES",2130,0
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,2175,0
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,2003,0
"A message from Jim's mom, Diane Foley:",2067,1
NYC relaxes response to marijuana possession,2217,1
"North Korean leader Kim Jong Un had ankle surgery, report says",2153,0
Senior Western Intelligence Official Confirms London Rapper Abdel Majed Abdel Bary Is A Suspect In The Foley Killing,551,0
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,585,1
Nicaragua meteorite: Experts attempt to understand whether mysterious meteorite fell from passing Pitbull asteroid,2154,0
ISIS fighters seize weapons airdrop meant for Kurds,1120,0
"Islamic State leader's family detained by Lebanon, officials say",1468,0
Lego letter to parents in 1974 on gender equality still resonates 40 years on,2171,1
Experts: More facts needed on purported audio recording of Michael Brown shooting,2481,0
White House Fence Jumper Pushed Past Female Guard,848,0
Nun who gave birth ‘had no idea’ she was pregnant,1720,0
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,506,1
Turkish Leader Says U.S. Airdrop Aided ISIS Militants,1949,1
Bergdahl: Senator Says Jihadists Swapped For U.S. Troop ‘In Touch’ With Al-Qaida Affiliate,2207,0
Code/Red: Apple Watch Battery Life — “Charge Nightly”,282,1
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2385,1
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,1900,1
Mass grave found after 40 students disappear in Mexican protest,461,0
Pentagon confirms al-Shabab leader killed in airstrike in Somalia,1423,1
"No, there aren’t any Ebola cases in Iraq",1689,0
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1521,-1
"Managua explosion not a meteorite, NASA suggests",1594,1
This Is Why Rumors That ISIS Is Crossing The Border Into The U.S. Aren’t Going Away,108,0
James Foley beheading: London rapper turned jihadist believed to be under investigation for murder of journalist in Syria,551,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',281,0
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",2337,0
URGENT: ISIS kills 300 Iraqi soldiers by chlorine gas attack in Saqlawiyah,969,1
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1515,1
Holy Theft! Batmobile Stolen from 'Batman v Superman'???,1242,0
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1966,1
Putin’s motorcade looks suspiciously like a massive…,2069,-1
A New iOS 8 Bug Can Delete All Of Your iCloud Documents,2423,1
An audio recording of the Michael Brown shooting has reportedly surfaced,2345,0
CNN audio: Is this the moment Michael Brown was shot?,1934,0
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",2365,0
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",2061,0
Nigeria Boko Haram blamed for raids despite truce claim,955,0
"US Drones, Hunting for ISIS Leader, Seen Flying over Syrian Airspace",1509,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,2149,0
"Vice Media CEO Shane Smith Spent $300,000 on Las Vegas Dinner (Report)",1791,0
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),1981,1
Insurgents killed in Nigeria despite alleged truce with Boko Haram,2463,0
Christian Bale to play Steve Jobs in upcoming biopic,1215,1
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1925,-1
"Audio captured at time of Michael Brown shooting, company says",2345,1
ISIS Reportedly Beheads American Photojournalist in Iraq,1966,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1638,1
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2386,1
"No, ESPN is not having an all-male domestic violence panel tonight",2137,1
More American Weapons for ISIS,2509,0
"At Elon, ‘first-year’ has not replaced ‘freshman,’ university says",2321,0
Christian Bale quits Steve Jobs movie,2017,0
Nicaragua asks U.S. for help investigating meteorite crater,1790,0
Fence-jumper made it farther in White House than Secret Service let on,2303,0
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',2025,0
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",2293,0
"Boko Haram agrees to ceasefire, release of school girls",1430,0
Amazon Reportedly Planning An Ad-Supported Video Service That Will Be Cheaper Than Netflix,1048,0
Lebanon detains wife and son of Al-Baghdadi,2283,1
Blundering boyfriend burns down college after trying to impress his girlfriend with elaborate marriage proposal,612,1
Italian fisherman catches monstrous 280-pound catfish,2161,1
Alleged audio of Michael Brown shooting has surfaced,1715,0
Seth Rogen Eyed to Play Apple's Steve Wozniak in Christian Bale's Steve Jobs Movie (Exclusive),704,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,1580,1
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1634,0
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1430,0
CNN Airs Alleged Audio from Michael Brown Shooting,1446,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1122,0
'Nasa Confirms Earth Will Experience 6 Days of Total Darkness in December' Fake News Story Goes Viral,2521,1
Seth Rogen to Star as Steve Wozniak in Sony's Steve Jobs Biopic [Updated],614,0
ISIS leader dead?,621,0
Son pays off his parents' mortgage in a heartwarming Christmas video,2036,0
"Pumpkin Spice Condoms, And 6 Other Flavors That Aren’t Happening",1833,1
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,1818,1
Son pays off his parents' mortgage in a heartwarming Christmas video,1599,0
"Bosnia: Seven underage girls return from five day school trip, pregnant",2103,0
Saudi Arabia Cleric Issues Fatwa Against Building Snowmen,2456,1
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,1904,0
The Case of the Stolen Batmobile Has Been Solved,1459,0
Apple Watch reportedly features unannounced diagnostics port under strap connector,1455,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,499,0
"Meet Magneto Boy, the kid who attracts metal with his body",2415,0
Dog found abandoned outside railway station with suitcase of his belongings,2483,1
"No, there aren’t any Ebola cases in Iraq",620,1
Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus,846,0
